player,team,url
Alejo Véliz,Tottenham,/en/players/3f7bafbe/Alejo-Veliz
Radu Drăgușin,Tottenham,/en/players/620922ed/Radu-Dragusin
Jamie Donley,Tottenham,/en/players/5e4d9b48/Jamie-Donley
Dane Scarlett,Tottenham,/en/players/21945a9e/Dane-Scarlett
Brandon Austin,Tottenham,/en/players/5e253986/Brandon-Austin
Alfie Dorrington,Tottenham,/en/players/ac1ef440/Alfie-Dorrington
Fraser Forster,Tottenham,/en/players/c3e39f12/Fraser-Forster
Ashley Phillips,Tottenham,/en/players/4f21d3af/Ashley-Phillips
Yago Santiago,Tottenham,/en/players/88b3215c/Yago-Santiago
Jarrod Bowen,West Ham,/en/players/79c84d1c/Jarrod-Bowen
James Ward-Prowse,West Ham,/en/players/3515d404/James-Ward-Prowse
Emerson Palmieri,West Ham,/en/players/e0bc6fdc/Emerson-Palmieri
Vladimír Coufal,West Ham,/en/players/fdf3cb77/Vladimir-Coufal
Alphonse Areola,West Ham,/en/players/2f965a72/Alphonse-Areola
Tomáš Souček,West Ham,/en/players/6613c819/Tomas-Soucek
Kurt Zouma,West Ham,/en/players/ce4246f5/Kurt-Zouma
Edson Álvarez,West Ham,/en/players/8b3ab7ad/Edson-Alvarez
Lucas Paquetá,West Ham,/en/players/9b6f7fd5/Lucas-Paqueta
Nayef Aguerd,West Ham,/en/players/288e1e13/Nayef-Aguerd
Kudus Mohammed,West Ham,/en/players/b62878a5/Kudus-Mohammed
Michail Antonio,West Ham,/en/players/ac05f970/Michail-Antonio
Konstantinos Mavropanos,West Ham,/en/players/00963611/Konstantinos-Mavropanos
Saïd Benrahma,West Ham,/en/players/5a04fd92/Said-Benrahma
Pablo Fornals,West Ham,/en/players/82927de4/Pablo-Fornals
Ben Johnson,West Ham,/en/players/9319781b/Ben-Johnson
Angelo Ogbonna,West Ham,/en/players/74b2cd7e/Angelo-Ogbonna
Łukasz Fabiański,West Ham,/en/players/9328b835/Lukasz-Fabianski
Danny Ings,West Ham,/en/players/07802f7f/Danny-Ings
Kalvin Phillips,West Ham,/en/players/4f565d77/Kalvin-Phillips
Aaron Cresswell,West Ham,/en/players/4f974391/Aaron-Cresswell
Maxwel Cornet,West Ham,/en/players/beb391dd/Maxwel-Cornet
Divin Mubama,West Ham,/en/players/92868cb5/Divin-Mubama
Thilo Kehrer,West Ham,/en/players/51dbeea9/Thilo-Kehrer
Joseph Anang,West Ham,/en/players/21a866b7/Joseph-Anang
Kaelan Casey,West Ham,/en/players/cd4b2c5f/Kaelan-Casey
Conor Coventry,West Ham,/en/players/a5ca9127/Conor-Coventry
George Earthy,West Ham,/en/players/123d2733/George-Earthy
Levi Laing,West Ham,/en/players/90295964/Levi-Laing
Callum Marshall,West Ham,/en/players/3a27f1bf/Callum-Marshall
Lewis Orford,West Ham,/en/players/40aaa04c/Lewis-Orford
Oliver Scarles,West Ham,/en/players/242e5e6d/Oliver-Scarles
Max Kilman,Wolves,/en/players/d0f72bf1/Max-Kilman
Nélson Semedo,Wolves,/en/players/d04b94db/Nelson-Semedo
Craig Dawson,Wolves,/en/players/3e9e06cb/Craig-Dawson
José Sá,Wolves,/en/players/903b6e8b/Jose-Sa
Mario Lemina,Wolves,/en/players/2b471f99/Mario-Lemina
Matheus Cunha,Wolves,/en/players/dc62b55d/Matheus-Cunha
Toti Gomes,Wolves,/en/players/f0caab96/Toti-Gomes
João Gomes,Wolves,/en/players/8b57ad2c/Joao-Gomes
Rayan Aït Nouri,Wolves,/en/players/9b398aea/Rayan-Ait-Nouri
Hwang Hee-chan,Wolves,/en/players/169fd162/Hwang-Hee-chan
Pedro Neto,Wolves,/en/players/7ba2eaa9/Pedro-Neto
Pablo Sarabia,Wolves,/en/players/9744ff80/Pablo-Sarabia
Jean-Ricner Bellegarde,Wolves,/en/players/10f0fdd3/Jean-Ricner-Bellegarde
Tommy Doyle,Wolves,/en/players/5526deb1/Tommy-Doyle
Hugo Bueno,Wolves,/en/players/bfc3b3a0/Hugo-Bueno
Matt Doherty,Wolves,/en/players/d557d734/Matt-Doherty
Boubacar Traoré,Wolves,/en/players/999ceb5f/Boubacar-Traore
Fábio Silva,Wolves,/en/players/e7aa9d7c/Fabio-Silva
Daniel Bentley,Wolves,/en/players/68db6358/Daniel-Bentley
Santiago Bueno,Wolves,/en/players/edc98fac/Santiago-Bueno
Matheus Nunes,Wolves,/en/players/e6af02e0/Matheus-Nunes
Sasa Kalajdzic,Wolves,/en/players/15f24fe7/Sasa-Kalajdzic
Nathan Fraser,Wolves,/en/players/00b77ecf/Nathan-Fraser
Tawanda Chirewa,Wolves,/en/players/34721c11/Tawanda-Chirewa
Jonny Castro,Wolves,/en/players/e28868f3/Jonny-Castro
Ty Barnett,Wolves,/en/players/c68c6838/Ty-Barnett
Enso Gonzalez,Wolves,/en/players/7e5bebeb/Enso-Gonzalez
Harvey Griffiths,Wolves,/en/players/6e4cb264/Harvey-Griffiths
Owen Hesketh,Wolves,/en/players/3f991cbb/Owen-Hesketh
Joseph Hodge,Wolves,/en/players/bd8a5d95/Joseph-Hodge
Justin Hubner,Wolves,/en/players/f233ed69/Justin-Hubner
Tom King,Wolves,/en/players/5791b997/Tom-King
Noha Lemina,Wolves,/en/players/28401b55/Noha-Lemina
Yerson Mosquera,Wolves,/en/players/1e159d70/Yerson-Mosquera
Wesley Okoduwa,Wolves,/en/players/58469e7c/Wesley-Okoduwa
Matthew Whittingham,Wolves,/en/players/cd84f0e3/Matthew-Whittingham
